ID,trc_tau_0,trc_epsilon,trc_fs1,trc_fs2
1607,7.0000,0.1000,0.1000,0.2000
1608,1.5000,0.1000,0.4000,0.2000
1609,1.5000,0.1000,0.4000,0.2000
1610,7.0000,0.1000,0.1000,0.2000
1611,7.0000,0.1000,0.1000,0.2000
1612,7.0000,0.1000,0.1000,0.2000
1613,0.0700,0.1000,0.2000,0.2000
1614,0.0700,0.1000,0.2000,0.2000
1615,0.0700,0.1000,0.2000,0.2000
1616,0.0700,0.1000,0.2000,0.2000
1617,0.0700,0.1000,0.2000,0.2000
1618,0.0400,0.1000,0.8000,0.2000
1619,0.0400,0.1000,0.8000,0.2000
1620,7.0000,0.1000,0.1000,0.2000
1621,7.0000,0.1000,0.1000,0.2000
1622,0.0400,0.1000,0.8000,0.2000
1623,0.0400,0.1000,0.8000,0.2000
1624,0.0400,0.1000,0.8000,0.2000
1625,0.0400,0.1000,0.8000,0.2000
1626,0.0400,0.1000,0.8000,0.2000
1627,0.0400,0.1000,0.8000,0.2000
1628,0.0400,0.1000,0.8000,0.2000
1629,0.0400,0.1000,0.8000,0.2000
1630,0.0400,0.1000,0.8000,0.2000
1631,0.0400,0.1000,0.8000,0.2000
1632,0.0400,0.1000,0.8000,0.2000
1633,0.0400,0.1000,0.8000,0.2000
1634,0.0400,0.1000,0.8000,0.2000
1635,0.0400,0.1000,0.8000,0.2000
1636,0.0400,0.1000,0.8000,0.2000
1637,0.0400,0.1000,0.8000,0.2000
1638,0.0400,0.1000,0.8000,0.2000
1639,0.0400,0.1000,0.8000,0.2000
1640,0.0400,0.1000,0.8000,0.2000
1641,0.0400,0.1000,0.8000,0.2000
1642,0.0400,0.1000,0.8000,0.2000
1643,0.0400,0.1000,0.8000,0.2000
1644,0.0400,0.1000,0.8000,0.2000
1645,0.0400,0.1000,0.8000,0.2000
1646,0.0400,0.1000,0.8000,0.2000
1647,0.0400,0.1000,0.8000,0.2000
1648,0.0400,0.1000,0.8000,0.2000
1649,0.0400,0.1000,0.8000,0.2000
1650,0.0400,0.1000,0.8000,0.2000
1651,0.0400,0.1000,0.8000,0.2000
1652,0.0400,0.1000,0.8000,0.2000
1653,0.0700,0.1000,0.2000,0.2000
1654,0.0700,0.1000,0.2000,0.2000
1655,7.0000,0.1000,0.1000,0.2000
1656,7.0000,0.1000,0.1000,0.2000
1657,7.0000,0.1000,0.1000,0.2000
1658,7.0000,0.1000,0.1000,0.2000
1659,7.0000,0.1000,0.1000,0.2000
1660,0.0700,0.1000,0.2000,0.2000
1661,0.0700,0.1000,0.2000,0.2000
1662,0.0700,0.1000,0.2000,0.2000
1663,0.0700,0.1000,0.2000,0.2000
1664,0.0400,0.1000,0.8000,0.2000
1665,7.0000,0.1000,0.1000,0.2000
1666,0.0400,0.1000,0.8000,0.2000
1667,0.0700,0.1000,0.2000,0.2000
1668,0.0700,0.1000,0.2000,0.2000
1669,0.0700,0.1000,0.2000,0.2000
1670,0.0700,0.1000,0.2000,0.2000
1671,0.0700,0.1000,0.2000,0.2000
1672,7.0000,0.1000,0.1000,0.2000
1673,7.0000,0.1000,0.1000,0.2000
1674,7.0000,0.1000,0.1000,0.2000
1675,0.0700,0.1000,0.2000,0.2000
1676,7.0000,0.1000,0.1000,0.2000
1677,0.0700,0.1000,0.2000,0.2000
1678,0.0700,0.1000,0.2000,0.2000
1679,0.0700,0.1000,0.2000,0.2000
1680,0.0700,0.1000,0.2000,0.2000
1681,0.0700,0.1000,0.2000,0.2000
1682,0.0700,0.1000,0.2000,0.2000
1683,0.0700,0.1000,0.2000,0.2000
1684,0.0700,0.1000,0.2000,0.2000
1685,0.0700,0.1000,0.2000,0.2000
1686,0.0700,0.1000,0.2000,0.2000
1687,0.0700,0.1000,0.2000,0.2000
1688,0.0700,0.1000,0.2000,0.2000
1689,0.0700,0.1000,0.2000,0.2000
1690,0.0700,0.1000,0.2000,0.2000
1691,0.0700,0.1000,0.2000,0.2000
1692,0.0700,0.1000,0.2000,0.2000
1693,0.0700,0.1000,0.2000,0.2000
1694,0.0700,0.1000,0.2000,0.2000
1695,150.0000,0.1000,0.8000,0.2000
1696,1.5000,0.1000,0.4000,0.2000
1697,1.5000,0.1000,0.4000,0.2000
1698,0.0700,0.1000,0.2000,0.2000
1699,0.0700,0.1000,0.2000,0.2000
1700,7.0000,0.1000,0.1000,0.2000
1701,7.0000,0.1000,0.1000,0.2000
1702,7.0000,0.1000,0.1000,0.2000
1703,7.0000,0.1000,0.1000,0.2000
1704,0.0700,0.1000,0.2000,0.2000
1705,0.0700,0.1000,0.2000,0.2000
1706,7.0000,0.1000,0.1000,0.2000
1707,7.0000,0.1000,0.1000,0.2000
1708,0.0400,0.1000,0.8000,0.2000
1709,0.0700,0.1000,0.2000,0.2000
1710,0.0400,0.1000,0.8000,0.2000
1711,0.0700,0.1000,0.2000,0.2000
1712,0.0700,0.1000,0.2000,0.2000
1713,0.0700,0.1000,0.2000,0.2000
1714,7.0000,0.1000,0.1000,0.2000
1715,0.0400,0.1000,0.8000,0.2000
1716,0.0400,0.1000,0.8000,0.2000
1717,0.0400,0.1000,0.8000,0.2000
1718,0.0700,0.1000,0.2000,0.2000
1719,0.0400,0.1000,0.8000,0.2000
1720,0.0400,0.1000,0.8000,0.2000
1721,0.0400,0.1000,0.8000,0.2000
1722,0.0400,0.1000,0.8000,0.2000
1723,0.0400,0.1000,0.8000,0.2000
1724,0.0400,0.1000,0.8000,0.2000
1725,0.0400,0.1000,0.8000,0.2000
1726,0.0400,0.1000,0.8000,0.2000
1727,0.0400,0.1000,0.8000,0.2000
1728,0.0400,0.1000,0.8000,0.2000
1729,0.0400,0.1000,0.8000,0.2000
1730,0.0400,0.1000,0.8000,0.2000
1731,0.0400,0.1000,0.8000,0.2000
1732,0.0400,0.1000,0.8000,0.2000
1733,0.0400,0.1000,0.8000,0.2000
1734,0.0400,0.1000,0.8000,0.2000
1735,0.0400,0.1000,0.8000,0.2000
1736,0.0400,0.1000,0.8000,0.2000
1737,0.0400,0.1000,0.8000,0.2000
1738,7.0000,0.1000,0.1000,0.2000
1739,7.0000,0.1000,0.1000,0.2000
1740,7.0000,0.1000,0.1000,0.2000
1741,7.0000,0.1000,0.1000,0.2000
1742,7.0000,0.1000,0.1000,0.2000
1743,7.0000,0.1000,0.1000,0.2000
1744,1.5000,0.1000,0.4000,0.2000
1745,7.0000,0.1000,0.1000,0.2000
1746,7.0000,0.1000,0.1000,0.2000
1747,1.5000,0.1000,0.4000,0.2000
1748,7.0000,0.1000,0.1000,0.2000
1749,0.0700,0.1000,0.2000,0.2000
1750,0.0700,0.1000,0.2000,0.2000
1751,0.0700,0.1000,0.2000,0.2000
1752,0.0700,0.1000,0.2000,0.2000
1753,7.0000,0.1000,0.1000,0.2000
1754,7.0000,0.1000,0.1000,0.2000
1755,7.0000,0.1000,0.1000,0.2000
1756,7.0000,0.1000,0.1000,0.2000
1757,7.0000,0.1000,0.1000,0.2000
1758,7.0000,0.1000,0.1000,0.2000
1759,7.0000,0.1000,0.1000,0.2000
1760,7.0000,0.1000,0.1000,0.2000
1761,7.0000,0.1000,0.1000,0.2000
1762,0.0400,0.1000,0.8000,0.2000
1763,0.0400,0.1000,0.8000,0.2000
1764,0.0400,0.1000,0.8000,0.2000
1765,0.0400,0.1000,0.8000,0.2000
1766,0.0400,0.1000,0.8000,0.2000
1767,0.0400,0.1000,0.8000,0.2000
1768,0.0400,0.1000,0.8000,0.2000
1769,0.0400,0.1000,0.8000,0.2000
1770,0.0400,0.1000,0.8000,0.2000
1771,0.0400,0.1000,0.8000,0.2000
1772,0.0400,0.1000,0.8000,0.2000
1773,0.0400,0.1000,0.8000,0.2000
1774,0.0400,0.1000,0.8000,0.2000
1775,0.0400,0.1000,0.8000,0.2000
1776,0.0400,0.1000,0.8000,0.2000
1777,0.0400,0.1000,0.8000,0.2000
1778,0.0400,0.1000,0.8000,0.2000
1779,0.0400,0.1000,0.8000,0.2000
1780,0.0400,0.1000,0.8000,0.2000
1781,0.0400,0.1000,0.8000,0.2000
1782,0.0400,0.1000,0.8000,0.2000
1783,0.0400,0.1000,0.8000,0.2000
1784,0.0400,0.1000,0.8000,0.2000
1785,0.0400,0.1000,0.8000,0.2000
1786,0.0400,0.1000,0.8000,0.2000
1787,0.0400,0.1000,0.8000,0.2000
1788,0.0400,0.1000,0.8000,0.2000
1789,0.0400,0.1000,0.8000,0.2000
1790,0.0400,0.1000,0.8000,0.2000
1791,0.0400,0.1000,0.8000,0.2000
1792,0.0400,0.1000,0.8000,0.2000
1793,0.0400,0.1000,0.8000,0.2000
1794,7.0000,0.1000,0.1000,0.2000
1795,7.0000,0.1000,0.1000,0.2000
1796,7.0000,0.1000,0.1000,0.2000
1797,7.0000,0.1000,0.1000,0.2000
1798,7.0000,0.1000,0.1000,0.2000
1799,7.0000,0.1000,0.1000,0.2000
1800,7.0000,0.1000,0.1000,0.2000
1801,7.0000,0.1000,0.1000,0.2000
1802,7.0000,0.1000,0.1000,0.2000
1803,7.0000,0.1000,0.1000,0.2000
1804,0.0700,0.1000,0.2000,0.2000
1805,0.0700,0.1000,0.2000,0.2000
1806,7.0000,0.1000,0.1000,0.2000
1807,7.0000,0.1000,0.1000,0.2000
1808,0.0700,0.1000,0.2000,0.2000
1809,0.0400,0.1000,0.8000,0.2000
1810,0.0400,0.1000,0.8000,0.2000
1811,7.0000,0.1000,0.1000,0.2000
1812,0.0700,0.1000,0.2000,0.2000
1813,7.0000,0.1000,0.1000,0.2000
1814,7.0000,0.1000,0.1000,0.2000
1815,0.0400,0.1000,0.8000,0.2000
1816,0.0700,0.1000,0.2000,0.2000
1817,0.0700,0.1000,0.2000,0.2000
1818,0.0700,0.1000,0.2000,0.2000
1819,0.0700,0.1000,0.2000,0.2000
1820,0.0700,0.1000,0.2000,0.2000
1821,0.0700,0.1000,0.2000,0.2000
1822,7.0000,0.1000,0.1000,0.2000
1823,7.0000,0.1000,0.1000,0.2000
1824,7.0000,0.1000,0.1000,0.2000
1825,0.0700,0.1000,0.2000,0.2000
1826,0.0700,0.1000,0.2000,0.2000
1827,0.0700,0.1000,0.2000,0.2000
1828,0.0700,0.1000,0.2000,0.2000
1829,0.0700,0.1000,0.2000,0.2000
1830,0.0700,0.1000,0.2000,0.2000
1831,0.0700,0.1000,0.2000,0.2000
1832,0.0700,0.1000,0.2000,0.2000
1833,0.0700,0.1000,0.2000,0.2000
1834,0.0700,0.1000,0.2000,0.2000
1835,0.0700,0.1000,0.2000,0.2000
1836,0.0400,0.1000,0.8000,0.2000
1837,0.0700,0.1000,0.2000,0.2000
1838,0.0700,0.1000,0.2000,0.2000
1839,0.0700,0.1000,0.2000,0.2000
1840,0.0700,0.1000,0.2000,0.2000
1841,0.0700,0.1000,0.2000,0.2000
1842,0.0700,0.1000,0.2000,0.2000
1843,0.0700,0.1000,0.2000,0.2000
1844,0.0700,0.1000,0.2000,0.2000
1845,1.5000,0.1000,0.4000,0.2000
1846,1.5000,0.1000,0.4000,0.2000
1847,150.0000,0.1000,0.8000,0.2000
1848,1.5000,0.1000,0.4000,0.2000
1849,0.0700,0.1000,0.2000,0.2000
1850,7.0000,0.1000,0.1000,0.2000
1851,7.0000,0.1000,0.1000,0.2000
1852,7.0000,0.1000,0.1000,0.2000
1853,7.0000,0.1000,0.1000,0.2000
1854,7.0000,0.1000,0.1000,0.2000
1855,7.0000,0.1000,0.1000,0.2000
1856,0.0700,0.1000,0.2000,0.2000
1857,0.0700,0.1000,0.2000,0.2000
1858,0.0700,0.1000,0.2000,0.2000
1859,0.0700,0.1000,0.2000,0.2000
1860,0.0700,0.1000,0.2000,0.2000
1861,0.0700,0.1000,0.2000,0.2000
1862,7.0000,0.1000,0.1000,0.2000
1863,7.0000,0.1000,0.1000,0.2000
1864,7.0000,0.1000,0.1000,0.2000
1865,7.0000,0.1000,0.1000,0.2000
1866,0.0400,0.1000,0.8000,0.2000
1867,0.0700,0.1000,0.2000,0.2000
1868,0.0700,0.1000,0.2000,0.2000
1869,0.0400,0.1000,0.8000,0.2000
1870,0.0700,0.1000,0.2000,0.2000
1871,0.0700,0.1000,0.2000,0.2000
1872,0.0400,0.1000,0.8000,0.2000
1873,0.0400,0.1000,0.8000,0.2000
1874,0.0400,0.1000,0.8000,0.2000
1875,0.0400,0.1000,0.8000,0.2000
1876,0.0400,0.1000,0.8000,0.2000
1877,0.0400,0.1000,0.8000,0.2000
1878,0.0400,0.1000,0.8000,0.2000
1879,0.0400,0.1000,0.8000,0.2000
1880,0.0700,0.1000,0.2000,0.2000
1881,0.0400,0.1000,0.8000,0.2000
1882,0.0400,0.1000,0.8000,0.2000
1883,0.0400,0.1000,0.8000,0.2000
1884,0.0400,0.1000,0.8000,0.2000
1885,0.0400,0.1000,0.8000,0.2000
1886,0.0400,0.1000,0.8000,0.2000
1887,0.0400,0.1000,0.8000,0.2000
1888,0.0400,0.1000,0.8000,0.2000
1889,0.0400,0.1000,0.8000,0.2000
1890,0.0400,0.1000,0.8000,0.2000
1891,0.0400,0.1000,0.8000,0.2000
1892,0.0400,0.1000,0.8000,0.2000
1893,7.0000,0.1000,0.1000,0.2000
1894,7.0000,0.1000,0.1000,0.2000
1895,7.0000,0.1000,0.1000,0.2000
1896,7.0000,0.1000,0.1000,0.2000
1897,7.0000,0.1000,0.1000,0.2000
1898,7.0000,0.1000,0.1000,0.2000
1899,7.0000,0.1000,0.1000,0.2000
1900,7.0000,0.1000,0.1000,0.2000
1901,1.5000,0.1000,0.4000,0.2000
1902,1.5000,0.1000,0.4000,0.2000
1903,7.0000,0.1000,0.1000,0.2000
1904,7.0000,0.1000,0.1000,0.2000
1905,7.0000,0.1000,0.1000,0.2000
1906,7.0000,0.1000,0.1000,0.2000
1907,7.0000,0.1000,0.1000,0.2000
1908,7.0000,0.1000,0.1000,0.2000
1909,7.0000,0.1000,0.1000,0.2000
1910,7.0000,0.1000,0.1000,0.2000
1911,7.0000,0.1000,0.1000,0.2000
1912,7.0000,0.1000,0.1000,0.2000
1913,7.0000,0.1000,0.1000,0.2000
1914,7.0000,0.1000,0.1000,0.2000
1915,7.0000,0.1000,0.1000,0.2000
1916,7.0000,0.1000,0.1000,0.2000
1917,7.0000,0.1000,0.1000,0.2000
1918,7.0000,0.1000,0.1000,0.2000
1919,7.0000,0.1000,0.1000,0.2000
1920,0.0400,0.1000,0.8000,0.2000
1921,0.0400,0.1000,0.8000,0.2000
1922,0.0400,0.1000,0.8000,0.2000
1923,0.0400,0.1000,0.8000,0.2000
1924,0.0400,0.1000,0.8000,0.2000
1925,0.0400,0.1000,0.8000,0.2000
1926,0.0400,0.1000,0.8000,0.2000
1927,0.0400,0.1000,0.8000,0.2000
1928,0.0400,0.1000,0.8000,0.2000
1929,0.0400,0.1000,0.8000,0.2000
1930,0.0400,0.1000,0.8000,0.2000
1931,0.0400,0.1000,0.8000,0.2000
1932,0.0400,0.1000,0.8000,0.2000
1933,0.0400,0.1000,0.8000,0.2000
1934,0.0400,0.1000,0.8000,0.2000
1935,0.0400,0.1000,0.8000,0.2000
1936,0.0400,0.1000,0.8000,0.2000
1937,0.0400,0.1000,0.8000,0.2000
1938,0.0400,0.1000,0.8000,0.2000
1939,0.0400,0.1000,0.8000,0.2000
1940,0.0400,0.1000,0.8000,0.2000
1941,0.0400,0.1000,0.8000,0.2000
1942,0.0400,0.1000,0.8000,0.2000
1943,0.0400,0.1000,0.8000,0.2000
1944,0.0400,0.1000,0.8000,0.2000
1945,0.0400,0.1000,0.8000,0.2000
1946,0.0400,0.1000,0.8000,0.2000
1947,0.0400,0.1000,0.8000,0.2000
1948,0.0400,0.1000,0.8000,0.2000
1949,0.0400,0.1000,0.8000,0.2000
1950,0.0400,0.1000,0.8000,0.2000
1951,0.0400,0.1000,0.8000,0.2000
1952,7.0000,0.1000,0.1000,0.2000
1953,7.0000,0.1000,0.1000,0.2000
1954,7.0000,0.1000,0.1000,0.2000
1955,7.0000,0.1000,0.1000,0.2000
1956,7.0000,0.1000,0.1000,0.2000
1957,7.0000,0.1000,0.1000,0.2000
1958,1.5000,0.1000,0.4000,0.2000
1959,1.5000,0.1000,0.4000,0.2000
1960,1.5000,0.1000,0.4000,0.2000
1961,1.5000,0.1000,0.4000,0.2000
1962,1.5000,0.1000,0.4000,0.2000
1963,1.5000,0.1000,0.4000,0.2000
1964,1.5000,0.1000,0.4000,0.2000
1965,1.5000,0.1000,0.4000,0.2000
1966,7.0000,0.1000,0.1000,0.2000
1967,7.0000,0.1000,0.1000,0.2000
1968,7.0000,0.1000,0.1000,0.2000
1969,7.0000,0.1000,0.1000,0.2000
1970,7.0000,0.1000,0.1000,0.2000
1971,7.0000,0.1000,0.1000,0.2000
1972,7.0000,0.1000,0.1000,0.2000
1973,0.0700,0.1000,0.2000,0.2000
1974,0.0700,0.1000,0.2000,0.2000
1975,0.0400,0.1000,0.8000,0.2000
1976,0.0400,0.1000,0.8000,0.2000
1977,0.0400,0.1000,0.8000,0.2000
1978,7.0000,0.1000,0.1000,0.2000
1979,0.0700,0.1000,0.2000,0.2000
1980,7.0000,0.1000,0.1000,0.2000
1981,0.0400,0.1000,0.8000,0.2000
1982,0.0400,0.1000,0.8000,0.2000
1983,0.0700,0.1000,0.2000,0.2000
1984,0.0700,0.1000,0.2000,0.2000
1985,0.0400,0.1000,0.8000,0.2000
1986,0.0400,0.1000,0.8000,0.2000
1987,0.0700,0.1000,0.2000,0.2000
1988,0.0700,0.1000,0.2000,0.2000
1989,0.0700,0.1000,0.2000,0.2000
1990,0.0700,0.1000,0.2000,0.2000
1991,7.0000,0.1000,0.1000,0.2000
1992,0.0700,0.1000,0.2000,0.2000
1993,0.0700,0.1000,0.2000,0.2000
1994,0.0700,0.1000,0.2000,0.2000
1995,0.0700,0.1000,0.2000,0.2000
1996,0.0700,0.1000,0.2000,0.2000
1997,7.0000,0.1000,0.1000,0.2000
1998,7.0000,0.1000,0.1000,0.2000
1999,0.0700,0.1000,0.2000,0.2000
2000,0.0700,0.1000,0.2000,0.2000
2001,0.0700,0.1000,0.2000,0.2000
2002,0.0400,0.1000,0.8000,0.2000
2003,0.0400,0.1000,0.8000,0.2000
2004,0.0400,0.1000,0.8000,0.2000
2005,0.0400,0.1000,0.8000,0.2000
2006,0.0400,0.1000,0.8000,0.2000
2007,0.0400,0.1000,0.8000,0.2000
2008,0.0400,0.1000,0.8000,0.2000
2009,0.0400,0.1000,0.8000,0.2000
2010,0.0400,0.1000,0.8000,0.2000
2011,0.0700,0.1000,0.2000,0.2000
2012,0.0700,0.1000,0.2000,0.2000
2013,0.0700,0.1000,0.2000,0.2000
2014,0.0700,0.1000,0.2000,0.2000
2015,0.0700,0.1000,0.2000,0.2000
2016,0.0700,0.1000,0.2000,0.2000
2017,0.0700,0.1000,0.2000,0.2000
2018,1.5000,0.1000,0.4000,0.2000
2019,0.0400,0.1000,0.8000,0.2000
2020,150.0000,0.1000,0.8000,0.2000
2021,0.0700,0.1000,0.2000,0.2000
2022,7.0000,0.1000,0.1000,0.2000
2023,7.0000,0.1000,0.1000,0.2000
2024,7.0000,0.1000,0.1000,0.2000
2025,7.0000,0.1000,0.1000,0.2000
2026,7.0000,0.1000,0.1000,0.2000
2027,0.0700,0.1000,0.2000,0.2000
2028,0.0700,0.1000,0.2000,0.2000
2029,0.0700,0.1000,0.2000,0.2000
2030,0.0700,0.1000,0.2000,0.2000
2031,0.0700,0.1000,0.2000,0.2000
2032,0.0700,0.1000,0.2000,0.2000
2033,0.0700,0.1000,0.2000,0.2000
2034,7.0000,0.1000,0.1000,0.2000
2035,0.0700,0.1000,0.2000,0.2000
2036,0.0700,0.1000,0.2000,0.2000
2037,7.0000,0.1000,0.1000,0.2000
2038,7.0000,0.1000,0.1000,0.2000
2039,7.0000,0.1000,0.1000,0.2000
2040,7.0000,0.1000,0.1000,0.2000
2041,0.0700,0.1000,0.2000,0.2000
2042,0.0700,0.1000,0.2000,0.2000
2043,0.0700,0.1000,0.2000,0.2000
2044,0.0700,0.1000,0.2000,0.2000
2045,0.0700,0.1000,0.2000,0.2000
2046,0.0700,0.1000,0.2000,0.2000
2047,0.0700,0.1000,0.2000,0.2000
2048,0.0400,0.1000,0.8000,0.2000
2049,0.0400,0.1000,0.8000,0.2000
2050,0.0400,0.1000,0.8000,0.2000
2051,0.0400,0.1000,0.8000,0.2000
2052,0.0400,0.1000,0.8000,0.2000
2053,0.0400,0.1000,0.8000,0.2000
2054,0.0400,0.1000,0.8000,0.2000
2055,0.0700,0.1000,0.2000,0.2000
2056,0.0700,0.1000,0.2000,0.2000
2057,0.0700,0.1000,0.2000,0.2000
2058,0.0700,0.1000,0.2000,0.2000
2059,0.0400,0.1000,0.8000,0.2000
2060,0.0400,0.1000,0.8000,0.2000
2061,0.0400,0.1000,0.8000,0.2000
2062,0.0400,0.1000,0.8000,0.2000
2063,0.0400,0.1000,0.8000,0.2000
2064,0.0400,0.1000,0.8000,0.2000
2065,0.0400,0.1000,0.8000,0.2000
2066,0.0400,0.1000,0.8000,0.2000
2067,0.0400,0.1000,0.8000,0.2000
2068,0.0400,0.1000,0.8000,0.2000
2069,0.0400,0.1000,0.8000,0.2000
2070,0.0400,0.1000,0.8000,0.2000
2071,0.0400,0.1000,0.8000,0.2000
2072,7.0000,0.1000,0.1000,0.2000
2073,7.0000,0.1000,0.1000,0.2000
2074,7.0000,0.1000,0.1000,0.2000
2075,7.0000,0.1000,0.1000,0.2000
2076,7.0000,0.1000,0.1000,0.2000
2077,7.0000,0.1000,0.1000,0.2000
2078,1.5000,0.1000,0.4000,0.2000
2079,1.5000,0.1000,0.4000,0.2000
2080,7.0000,0.1000,0.1000,0.2000
2081,7.0000,0.1000,0.1000,0.2000
2082,7.0000,0.1000,0.1000,0.2000
2083,7.0000,0.1000,0.1000,0.2000
2084,7.0000,0.1000,0.1000,0.2000
2085,1.5000,0.1000,0.4000,0.2000
2086,1.5000,0.1000,0.4000,0.2000
2087,1.5000,0.1000,0.4000,0.2000
2088,7.0000,0.1000,0.1000,0.2000
2089,7.0000,0.1000,0.1000,0.2000
2090,7.0000,0.1000,0.1000,0.2000
2091,7.0000,0.1000,0.1000,0.2000
2092,7.0000,0.1000,0.1000,0.2000
2093,7.0000,0.1000,0.1000,0.2000
2094,7.0000,0.1000,0.1000,0.2000
2095,7.0000,0.1000,0.1000,0.2000
2096,7.0000,0.1000,0.1000,0.2000
2097,7.0000,0.1000,0.1000,0.2000
2098,7.0000,0.1000,0.1000,0.2000
2099,7.0000,0.1000,0.1000,0.2000
2100,7.0000,0.1000,0.1000,0.2000
2101,0.0400,0.1000,0.8000,0.2000
2102,0.0400,0.1000,0.8000,0.2000
2103,0.0400,0.1000,0.8000,0.2000
2104,0.0400,0.1000,0.8000,0.2000
2105,0.0400,0.1000,0.8000,0.2000
2106,0.0400,0.1000,0.8000,0.2000
2107,0.0400,0.1000,0.8000,0.2000
2108,0.0400,0.1000,0.8000,0.2000
2109,0.0400,0.1000,0.8000,0.2000
2110,0.0400,0.1000,0.8000,0.2000
2111,0.0400,0.1000,0.8000,0.2000
2112,0.0400,0.1000,0.8000,0.2000
2113,0.0400,0.1000,0.8000,0.2000
2114,0.0400,0.1000,0.8000,0.2000
2115,0.0400,0.1000,0.8000,0.2000
2116,0.0400,0.1000,0.8000,0.2000
2117,0.0400,0.1000,0.8000,0.2000
2118,0.0400,0.1000,0.8000,0.2000
2119,0.0400,0.1000,0.8000,0.2000
2120,0.0400,0.1000,0.8000,0.2000
2121,0.0400,0.1000,0.8000,0.2000
2122,0.0400,0.1000,0.8000,0.2000
2123,0.0400,0.1000,0.8000,0.2000
2124,0.0400,0.1000,0.8000,0.2000
2125,0.0400,0.1000,0.8000,0.2000
2126,0.0400,0.1000,0.8000,0.2000
2127,0.0400,0.1000,0.8000,0.2000
2128,0.0400,0.1000,0.8000,0.2000
2129,0.0400,0.1000,0.8000,0.2000
2130,0.0400,0.1000,0.8000,0.2000
2131,0.0400,0.1000,0.8000,0.2000
2132,0.0400,0.1000,0.8000,0.2000
2133,0.0400,0.1000,0.8000,0.2000
2134,0.0400,0.1000,0.8000,0.2000
2135,1.5000,0.1000,0.4000,0.2000
2136,1.5000,0.1000,0.4000,0.2000
2137,1.5000,0.1000,0.4000,0.2000
2138,1.5000,0.1000,0.4000,0.2000
2139,1.5000,0.1000,0.4000,0.2000
2140,1.5000,0.1000,0.4000,0.2000
2141,7.0000,0.1000,0.1000,0.2000
2142,7.0000,0.1000,0.1000,0.2000
2143,7.0000,0.1000,0.1000,0.2000
2144,7.0000,0.1000,0.1000,0.2000
2145,7.0000,0.1000,0.1000,0.2000
2146,7.0000,0.1000,0.1000,0.2000
2147,0.0700,0.1000,0.2000,0.2000
2148,0.0400,0.1000,0.8000,0.2000
2149,0.0700,0.1000,0.2000,0.2000
2150,0.0400,0.1000,0.8000,0.2000
2151,0.0400,0.1000,0.8000,0.2000
2152,0.0400,0.1000,0.8000,0.2000
2153,7.0000,0.1000,0.1000,0.2000
2154,7.0000,0.1000,0.1000,0.2000
2155,7.0000,0.1000,0.1000,0.2000
2156,0.0400,0.1000,0.8000,0.2000
2157,0.0400,0.1000,0.8000,0.2000
2158,0.0400,0.1000,0.8000,0.2000
2159,0.0400,0.1000,0.8000,0.2000
2160,0.0400,0.1000,0.8000,0.2000
2161,0.0400,0.1000,0.8000,0.2000
2162,0.0400,0.1000,0.8000,0.2000
2163,0.0700,0.1000,0.2000,0.2000
2164,0.0700,0.1000,0.2000,0.2000
2165,0.0700,0.1000,0.2000,0.2000
2166,0.0700,0.1000,0.2000,0.2000
2167,0.0700,0.1000,0.2000,0.2000
2168,0.0400,0.1000,0.8000,0.2000
2169,0.0700,0.1000,0.2000,0.2000
2170,0.0700,0.1000,0.2000,0.2000
2171,0.0700,0.1000,0.2000,0.2000
2172,7.0000,0.1000,0.1000,0.2000
2173,7.0000,0.1000,0.1000,0.2000
2174,7.0000,0.1000,0.1000,0.2000
2175,0.0700,0.1000,0.2000,0.2000
2176,0.0700,0.1000,0.2000,0.2000
2177,0.0700,0.1000,0.2000,0.2000
2178,0.0400,0.1000,0.8000,0.2000
2179,0.0400,0.1000,0.8000,0.2000
2180,0.0400,0.1000,0.8000,0.2000
2181,0.0400,0.1000,0.8000,0.2000
2182,0.0400,0.1000,0.8000,0.2000
2183,0.0400,0.1000,0.8000,0.2000
2184,0.0400,0.1000,0.8000,0.2000
2185,0.0400,0.1000,0.8000,0.2000
2186,0.0400,0.1000,0.8000,0.2000
2187,0.0400,0.1000,0.8000,0.2000
2188,0.0400,0.1000,0.8000,0.2000
2189,0.0400,0.1000,0.8000,0.2000
2190,0.0700,0.1000,0.2000,0.2000
2191,0.0400,0.1000,0.8000,0.2000
2192,0.0700,0.1000,0.2000,0.2000
2193,0.0700,0.1000,0.2000,0.2000
2194,0.0700,0.1000,0.2000,0.2000
2195,0.0700,0.1000,0.2000,0.2000
2196,0.0700,0.1000,0.2000,0.2000
2197,150.0000,0.1000,0.8000,0.2000
2198,150.0000,0.1000,0.8000,0.2000
2199,0.0700,0.1000,0.2000,0.2000
2200,0.0700,0.1000,0.2000,0.2000
2201,1.5000,0.1000,0.4000,0.2000
2202,0.0400,0.1000,0.8000,0.2000
2203,7.0000,0.1000,0.1000,0.2000
2204,7.0000,0.1000,0.1000,0.2000
2205,7.0000,0.1000,0.1000,0.2000
2206,0.0700,0.1000,0.2000,0.2000
2207,0.0700,0.1000,0.2000,0.2000
2208,7.0000,0.1000,0.1000,0.2000
2209,7.0000,0.1000,0.1000,0.2000
2210,0.0700,0.1000,0.2000,0.2000
2211,0.0700,0.1000,0.2000,0.2000
2212,0.0700,0.1000,0.2000,0.2000
2213,0.0700,0.1000,0.2000,0.2000
